subject_id,channel_index,channel_name,sample_count,mean_uv,m2_uv2,variance_uv2,std_uv,recording_count
subject_chb04,5,F3-C3,143829504,3.671187358744727e-05,288557726583.26355,2006.2484994960669,44.791165417926635,42
subject_chb04,6,C3-P3,143829504,0.0003330001134941718,143139335957.48132,995.2014849295547,31.546814180350363,42
subject_chb04,7,P3-O1,143829504,0.001961215221311166,339732093137.25995,2362.0473108025176,48.60089825098419,42
subject_chb04,8,FZ-CZ,143829504,-0.0008235767351922922,257012168435.99146,1786.9224414205826,42.27200541044371,42
subject_chb04,9,CZ-PZ,143829504,0.0008187496106336041,208110288009.95514,1446.923490815592,38.03844753424608,42
subject_chb04,10,FP2-F4,143829504,-0.002838554345607371,1149729530012.3152,7993.697385011598,89.40747946906679,42
subject_chb04,11,F4-C4,143829504,0.0006744720428837163,355137936163.268,2469.1591522367207,49.690634451943964,42
subject_chb04,12,C4-P4,143829504,-0.0005827737819405078,726999271687.3229,5054.590688759678,71.09564465394261,42
subject_chb04,13,P4-O2,143829504,2.15395467634368e-05,766553618301.1595,5329.599261505898,73.0041044154772,42
subject_chb04,14,FP2-F8,143829504,-0.0016890856933053304,1124061063324.8494,7815.232842107621,88.40380558611501,42
subject_chb04,15,F8-T8,143829504,-0.0014498098314649841,565764785112.6494,3933.5794769385384,62.71825473447534,42
subject_chb04,16,P8-O2,143829504,-0.0006739427763508242,312706405467.69366,2174.1464495886303,46.62774334651668,42
subject_chb05,0,FP1-F7,35944960,-0.004013705846462107,228406466979.60275,6354.339161306696,79.71410892249061,39
subject_chb05,1,F7-T7,35944960,0.0016107715846005069,354307664563.1123,9856.949752151966,99.28217237828736,39
subject_chb05,2,T7-P7,35944960,-0.001232646359054308,166174994513.0221,4623.040184577257,67.99294216738423,39
subject_chb05,3,P7-O1,35944960,-0.0002861923732376321,266199821802.12598,7405.762081864216,86.05673757390653,39
subject_chb05,4,FP1-F3,35944960,0.00013211209459771398,239420772240.6469,6660.7605695109105,81.61348276792819,39
subject_chb05,5,F3-C3,35944960,-0.00391674765596453,322207518446.8001,8963.91367376122,94.67794713533463,39
subject_chb05,6,C3-P3,35944960,-0.002332857551837104,121659978721.4482,3384.618559081668,58.17747467088674,39
subject_chb05,7,P3-O1,35944960,0.002216664759358288,206326844977.54962,5740.077189612942,75.76329711418941,39
subject_chb05,8,FZ-CZ,35944960,-0.0024451070030083776,173403801105.9876,4824.147838973464,69.45608568709774,39
subject_chb05,9,CZ-PZ,35944960,0.004205261311424726,81234928189.88557,2259.9810429580552,47.53925791341358,39
subject_chb05,10,FP2-F4,35944960,-0.001608336349580007,156571625680.56503,4355.871467948915,65.99902626515724,39
subject_chb05,11,F4-C4,35944960,-0.003981074531625472,139289210311.8804,3875.06928125335,62.25005446787456,39
subject_chb05,12,C4-P4,35944960,-0.0013096646008801983,91674689625.42436,2550.4184627114446,50.50166792009393,39
subject_chb05,13,P4-O2,35944960,0.0034657752456683046,109507484809.05246,3046.5323875461945,55.19540186959593,39
subject_chb05,14,FP2-F8,35944960,-0.002657597133314123,177554046559.48856,4939.608962132343,70.28235171173729,39
subject_chb05,15,F8-T8,35944960,-0.0011770610133677248,190725227512.693,5306.035324916011,72.84253788080156,39
subject_chb05,16,P8-O2,35944960,0.0028171764039222028,112269922358.34795,3123.3842618922918,55.887245968040794,39
subject_chb06,0,FP1-F7,61502976,-0.004318410244834032,320777898191.2208,5215.648397099041,72.21944611459604,18
subject_chb06,1,F7-T7,61502976,0.004770852911291264,463248852793.8306,7532.137189488694,86.78788619092353,18
subject_chb06,2,T7-P7,61502976,-0.004813007239015937,331567830140.47626,5391.08595558817,73.42401484247623,18
subject_chb06,3,P7-O1,61502976,-0.0003274822001678955,424227572175.3788,6897.675523463756,83.05224574605889,18
subject_chb06,4,FP1-F3,61502976,-0.0058163563416488715,706171028556.189,11481.900136933033,107.15362866899578,18
subject_chb06,5,F3-C3,61502976,0.0020743037067331017,616461992603.6846,10023.287208145579,100.11636833278352,18
subject_chb06,6,C3-P3,61502976,-0.0022599389594226524,425502110481.04376,6918.398720755297,83.17691218574598,18
subject_chb06,7,P3-O1,61502976,0.0013089691833177088,562755277774.8724,9150.049548413273,95.65589134189945,18
subject_chb06,8,FZ-CZ,61502976,0.005951300762332609,704572373017.9108,11455.90699575108,107.03227081469906,18
subject_chb06,9,CZ-PZ,61502976,-0.0025002968901324894,611652453634.2528,9945.08710658575,99.72505756621928,18
subject_chb06,10,FP2-F4,61502976,-0.0013756626793560184,583055958134.4755,9480.125939506983,97.3659382921306,18
subject_chb06,11,F4-C4,61502976,0.005765613595334443,588430429913.1201,9567.511495917208,97.81365700104054,18
subject_chb06,12,C4-P4,61502976,-0.007087990620589318,620309718694.8733,10085.848832662557,100.42832684388682,18
subject_chb06,13,P4-O2,61502976,-0.0025060830550476193,555129736649.4874,9026.063009527985,95.00559462225361,18
subject_chb06,14,FP2-F8,61502976,-0.002814247894400822,436619232987.8857,7099.156193480551,84.25649051248546,18
subject_chb06,15,F8-T8,61502976,0.0015135911453028287,422528998813.2654,6870.057780834302,82.88581169798786,18
subject_chb06,16,P8-O2,61502976,-0.0009949171394660955,458325061055.3876,7452.079409220581,86.32542736193422,18
subject_chb07,0,FP1-F7,61795328,-0.002037299959163262,417716693110.4666,6759.680814550683,82.21727807797265,19
subject_chb07,1,F7-T7,61795328,0.0030949221446708824,232033592444.1952,3754.872738019858,61.27701639293364,19
subject_chb07,2,T7-P7,61795328,-0.001977486978489252,192475578474.92154,3114.727030414363,55.80973956590698,19
subject_chb07,3,P7-O1,61795328,-0.003766418306978562,130712238665.59122,2115.2446778110993,45.9917892434193,19
subject_chb07,4,FP1-F3,61795328,-0.0022066373974152327,368597082902.6338,5964.805023813998,77.23215019545938,19
subject_chb07,5,F3-C3,61795328,0.0005456851098829985,142132289058.99158,2300.049108226945,47.958827219052644,19
subject_chb07,6,C3-P3,61795328,5.9279559196805695e-05,116585771191.488,1886.6437797933204,43.435512887421055,19
subject_chb07,7,P3-O1,61795328,-0.0030842942267339957,142162848317.20157,2300.543631991104,47.96398265356104,19
subject_chb07,8,FZ-CZ,61795328,-0.0008004116536828456,145522329846.60602,2354.9082844354516,48.52739725593628,19
subject_chb07,9,CZ-PZ,61795328,0.001624612128784404,101124128968.03262,1636.4364789524643,40.452892096270006,19
subject_chb07,10,FP2-F4,61795328,0.000990820905860076,280798634645.0972,4544.010748597325,67.4092779118522,19
subject_chb07,11,F4-C4,61795328,-0.0007804698718179078,134408013564.83327,2175.051381956145,46.63744613458315,19
subject_chb07,12,C4-P4,61795328,-0.005663945297618709,287063532346.62823,4645.392162116661,68.15711380418526,19
subject_chb07,13,P4-O2,61795328,0.0012014910768819694,177948356802.8932,2879.6409463656087,53.66228607099784,19
subject_chb07,14,FP2-F8,61795328,-0.0030373065542740343,360321042430.34796,5830.87838663706,76.36018849267634,19
subject_chb07,15,F8-T8,61795328,0.0029327038628566542,204827719544.61996,3314.6149745272,57.5726929587908,19
subject_chb07,16,P8-O2,61795328,-0.0007536366846337686,173327486370.98907,2804.863927107711,52.96096607037782,19
subject_chb08,0,FP1-F7,18437888,0.0005145173515147425,105601081903.89813,5727.395778947032,75.67955984905721,20
subject_chb08,1,F7-T7,18437888,0.00883533198110993,94442657033.38176,5122.2058097642075,71.56958718453116,20
subject_chb08,2,T7-P7,18437888,-0.011780385224954183,133001733710.45236,7213.501552371527,84.93233514022518,20
subject_chb08,3,P7-O1,18437888,-0.001965195651501735,121669747131.1026,6598.898264871909,81.23360305238165,20
subject_chb08,4,FP1-F3,18437888,0.003763306923786917,118759722636.1011,6441.069749208863,80.25627545063914,20
subject_chb08,5,F3-C3,18437888,-0.0016511467821401537,70855968038.12881,3842.9546832114834,61.99156945272061,20
subject_chb08,6,C3-P3,18437888,0.006624429877726413,46434401939.45342,2518.4230395288996,50.18389223175998,20
subject_chb08,7,P3-O1,18437888,-0.013138299217414448,85998172758.48111,4664.209521094884,68.29501827435793,20
subject_chb08,8,FZ-CZ,18437888,-2.795983379738384e-06,53214151670.08944,2886.1305410950235,53.72271904041179,20
subject_chb08,9,CZ-PZ,18437888,-0.00019115771805504217,43110064112.88797,2338.1237651995702,48.35414941036157,20
subject_chb08,10,FP2-F4,18437888,-0.001492070073862934,93180339881.52557,5053.74259142509,71.08967992208919,20
subject_chb08,11,F4-C4,18437888,-0.004020929897830513,39486885597.251434,2141.6165233920196,46.277602826767286,20
subject_chb08,12,C4-P4,18437888,0.003368276619183949,38425904181.37547,2084.0729795828825,45.65164815844968,20
subject_chb08,13,P4-O2,18437888,-0.010254671367362755,101260135984.2634,5491.95959885771,74.10775667133441,20
subject_chb08,14,FP2-F8,18437888,0.0014199513387001968,79510967449.56372,4312.368501726647,65.66862646444379,20
subject_chb08,15,F8-T8,18437888,-0.007654571400907818,55746442012.136345,3023.472211792172,54.986109262177955,20
subject_chb08,16,P8-O2,18437888,-0.007526067041399472,92247546438.5904,5003.151469332626,70.7329588617119,20
subject_chb10,0,FP1-F7,46101504,-0.0014897706633054235,210374722804.7908,4563.2941347160995,67.55215862365984,25
subject_chb10,1,F7-T7,46101504,0.005582501174205019,334314839301.73956,7251.712206650342,85.15698565972343,25
subject_chb10,2,T7-P7,46101504,0.0007544913758293861,153003443988.6227,3318.8384480606687,57.60936076767966,25
subject_chb10,3,P7-O1,46101504,-0.009586969290515786,276843428354.1113,6005.084527266427,77.49248045627671,25
subject_chb10,4,FP1-F3,46101504,-0.0019968898477247107,475659598734.91345,10317.659023334974,101.5758781568487,25
subject_chb10,5,F3-C3,46101504,0.0029590550076294873,426760363904.3893,9256.97269886009,96.21316281497086,25
subject_chb10,6,C3-P3,46101504,0.0036844542952671378,223282457803.5076,4843.279251876633,69.59367249884599,25
subject_chb10,7,P3-O1,46101504,-0.009375046298404788,342113470168.1244,7420.8743855325065,86.14449712856015,25
subject_chb10,8,FZ-CZ,46101504,0.006522989131260806,482898210743.5699,10474.67368404228,102.34585328210557,25
subject_chb10,9,CZ-PZ,46101504,-0.007826532074622337,300234654618.7183,6512.469845207616,80.69987512510546,25
subject_chb10,10,FP2-F4,46101504,-0.0013899172489528348,480962561591.43054,10432.687002823825,102.14052576144213,25
subject_chb10,11,F4-C4,46101504,0.0045733605834368295,239036122709.7448,5184.9961925264915,72.00691767133551,25
subject_chb10,12,C4-P4,46101504,0.0007937347712223994,165391485934.6551,3587.5507648222297,59.89616652860373,25
subject_chb10,13,P4-O2,46101504,0.0006076857735872126,247707158484.62378,5373.0819385984405,73.30130925569092,25
subject_chb10,14,FP2-F8,46101504,-0.0006905526125709445,230939176346.8554,5009.363172768841,70.77685478155158,25
subject_chb10,15,F8-T8,46101504,0.0036660932518441064,181364922961.89728,3934.0348410736724,62.72188486544128,25
subject_chb10,16,P8-O2,46101504,0.006452763225754708,233028254033.63107,5054.6779131897965,71.09625808148975,25
subject_chb11,0,FP1-F7,32065792,-3.3543961015807704e-05,89840977217.1341,2801.7700987124877,52.93174943937228,35
subject_chb11,1,F7-T7,32065792,0.002400703058212586,58662802644.16891,1829.4512308995488,42.772084715378895,35
subject_chb11,2,T7-P7,32065792,-0.001989353777143692,38109020707.55335,1188.463416327074,34.47409775943489,35
subject_chb11,3,P7-O1,32065792,0.002520510641076808,60275074575.203865,1879.7313528137358,43.3558687240117,35
subject_chb11,4,FP1-F3,32065792,0.002253326487772212,118818320886.8373,3705.4541140551682,60.87244133477126,35
subject_chb11,5,F3-C3,32065792,0.0030028500242212366,43395520547.6035,1353.3275756171406,36.78760084073356,35
subject_chb11,6,C3-P3,32065792,0.00011086541949876083,19540870498.935223,609.3992781757963,24.68601381705431,35
subject_chb11,7,P3-O1,32065792,-0.002487469780233407,31729388698.95076,989.5089664072779,31.45646144128862,35
subject_chb11,8,FZ-CZ,32065792,0.00015329084437493926,37429545904.69178,1167.2733954206333,34.16538299830156,35
subject_chb11,9,CZ-PZ,32065792,0.0017401712832338396,33490551807.020218,1044.4323909735401,32.3176792324811,35
subject_chb11,10,FP2-F4,32065792,0.0044112433183414465,215300705858.50467,6714.342370165211,81.9410908529122,35
subject_chb11,11,F4-C4,32065792,0.0036008028631028823,36483027970.984024,1137.7553989929213,33.73062998215303,35
subject_chb11,12,C4-P4,32065792,0.00025899535700982365,23883978139.770237,744.8429198246604,27.291810490047382,35
subject_chb11,13,P4-O2,32065792,-0.0032074519263080863,45784053100.31415,1427.816069545831,37.78645351903022,35
subject_chb11,14,FP2-F8,32065792,0.007821491643473748,225174418536.42563,7022.262806932248,83.79894275545634,35
subject_chb11,15,F8-T8,32065792,-0.001992007285838734,38506705794.96785,1200.8655764675282,34.65350741941612,35
subject_chb11,16,P8-O2,32065792,0.001199078932666186,28311671668.03343,882.9244469630885,29.714044607947407,35
subject_chb12,0,FP1-F7,19065856,-0.002101896569578606,24346469834.30307,1276.9670469714588,35.73467569422533,21
subject_chb12,1,F7-T7,19065856,0.008111792722440028,29489889688.82299,1546.7382995456899,39.328593917729755,21
subject_chb12,2,T7-P7,19065856,0.002042010317872495,51856737843.798935,2719.8746200432297,52.152417202304534,21
subject_chb12,3,P7-O1,19065856,-0.0039877012140462804,54085013659.62368,2836.7472018892663,53.26112279974265,21
subject_chb12,4,FP1-F3,19065856,0.002344490253976757,33558225591.77105,1760.1216327119564,41.953803554766715,21
subject_chb12,5,F3-C3,19065856,0.0010720257630618727,31505585929.402916,1652.461128910389,40.650475137572364,21
subject_chb12,6,C3-P3,19065856,0.0015156577614654871,36617587013.00066,1920.5844737839552,43.82447345700751,21
subject_chb12,7,P3-O1,19065856,-0.000831596689482909,30153587862.297764,1581.549124376989,39.76869528130121,21
subject_chb12,8,FZ-CZ,19065856,-0.00022726680965116258,27444533756.89376,1439.4598258212882,37.940213834680584,21
subject_chb12,9,CZ-PZ,19065856,0.000921252269850246,29242830523.82086,1533.7801000815732,39.16350469610161,21
subject_chb12,10,FP2-F4,19065856,0.0024481196974852903,32920461316.097565,1726.6710351792,41.55323134461627,21
subject_chb12,11,F4-C4,19065856,-0.0006420146623914599,34694816678.5435,1819.7355879821762,42.6583589461922,21
subject_chb12,12,C4-P4,19065856,-0.002972108864057687,34458924578.9713,1807.3630986708017,42.51309326161532,21
subject_chb12,13,P4-O2,19065856,0.006086494786259653,43596845126.837845,2286.6450437283197,47.81887748293889,21
subject_chb12,14,FP2-F8,19065856,0.004145497438778113,30106340944.43749,1579.071033812355,39.73752677019991,21
subject_chb12,15,F8-T8,19065856,0.001249445325938836,30502835220.389988,1599.8670723407324,39.99833836974646,21
subject_chb12,16,P8-O2,19065856,0.0012984489933048713,36395614298.112,1908.9420531714914,43.69144141787372,21
subject_chb13,0,FP1-F7,30412800,0.01369845798941676,94650030646.6021,3112.1774597078233,55.78689326094278,33
subject_chb13,1,F7-T7,30412800,-0.002166161909562112,98050194967.65259,3223.9778964006136,56.7800836244595,33
subject_chb13,2,T7-P7,30412800,-0.01181944058464007,127569034295.86627,4194.583671870603,64.76560562420924,33
subject_chb13,3,P7-O1,30412800,-0.0031118507562331553,109344012489.70921,3595.3286935010656,59.9610598096887,33
subject_chb13,4,FP1-F3,30412800,0.005540992162417411,133362171241.10532,4385.067183590637,66.21983980342021,33
subject_chb13,5,F3-C3,30412800,0.007717521819199681,67776689090.54481,2228.558011447312,47.20760544072652,33
subject_chb13,6,C3-P3,30412800,-0.0014062376676780381,113364920667.59814,3727.539742069068,61.05358091110683,33
subject_chb13,7,P3-O1,30412800,-0.0152793924792559,158538635428.73914,5212.891789928554,72.2003586551241,33
subject_chb13,8,FZ-CZ,30412800,0.009119212628597937,77438799140.72011,2546.2568109717,50.4604479862367,33
subject_chb13,9,CZ-PZ,30412800,-0.002098099364098838,62253621377.731964,2046.9546170603155,45.24328256283263,33
subject_chb13,10,FP2-F4,30412800,0.010126282163173532,138767443888.08276,4562.797371109624,67.54848163437595,33
subject_chb13,11,F4-C4,30412800,-0.00952061654198816,60610854579.71833,1992.938978973272,44.64234513299309,33
subject_chb13,12,C4-P4,30412800,0.006717585167831728,50906784691.57879,1673.8605025377074,40.91284031374145,33
subject_chb13,13,P4-O2,30412800,-0.014920435835057994,91400414365.51953,3005.3271768965546,54.82086443040236,33
subject_chb13,14,FP2-F8,30412800,-0.0011685754040229664,152146295696.65692,5002.7059559349,70.72980952847887,33
subject_chb13,15,F8-T8,30412800,-0.003630321471253911,109593603641.72919,3603.5354732786586,60.029455047323715,33
subject_chb13,16,P8-O2,30412800,-0.005069396791624158,94495758276.02338,3107.1048465127637,55.74141051778977,33
subject_chb14,0,FP1-F7,23961600,0.00047658372993805676,48298746914.619644,2015.6728646926601,44.8962455523027,26
subject_chb14,1,F7-T7,23961600,0.002555542368768321,69245461222.5067,2889.851313038641,53.75733729490925,26
subject_chb14,2,T7-P7,23961600,-0.0027001047704043007,68996046407.29852,2879.4423747704045,53.66043584215846,26
subject_chb14,3,P7-O1,23961600,-0.003732069043410526,54361805814.73369,2268.705170553456,47.630926618673456,26
subject_chb14,4,FP1-F3,23961600,-0.002131663200402503,179778359702.1389,7502.769418658974,86.61852814876835,26
subject_chb14,5,F3-C3,23961600,0.0008987476783603084,103088817387.65924,4302.250992740854,65.59154665611152,26
subject_chb14,6,C3-P3,23961600,-0.0008402563090269361,90184882025.13434,3763.7253783192414,61.34920845715323,26
subject_chb14,7,P3-O1,23961600,-0.0012534701244627088,72077862603.63995,3008.057166618254,54.84575796375007,26
subject_chb14,8,FZ-CZ,23961600,0.0007166746164188481,96350505781.02771,4021.038068452345,63.41165561986491,26
subject_chb14,9,CZ-PZ,23961600,0.0005675620773398312,137293133002.76631,5729.714752051879,75.69487929874701,26
subject_chb14,10,FP2-F4,23961600,-0.0025571545304499802,230268999836.3802,9609.917527893804,98.03018681964144,26
subject_chb14,11,F4-C4,23961600,0.0006012647162285834,106430764455.24677,4441.721940740466,66.6462447609801,26
subject_chb14,12,C4-P4,23961600,0.0017858853740333445,88227781435.17395,3682.048837939618,60.67988824923475,26
subject_chb14,13,P4-O2,23961600,-0.001563496836583352,62079446733.549545,2590.788876099657,50.89979249564439,26
subject_chb14,14,FP2-F8,23961600,0.001860153829234849,70617647672.8898,2947.117374169079,54.28735924843903,26
subject_chb14,15,F8-T8,23961600,-0.002697968093862442,59428325064.10187,2480.1484485218793,49.801088828678026,26
subject_chb14,16,P8-O2,23961600,-0.0011433373350388692,36544524894.15206,1525.1287432455288,39.05289673309176,26
subject_chb15,0,FP1-F7,36873216,0.0008317589561570786,49561016417.14248,1344.0925905986198,36.661868345716094,40
subject_chb15,1,F7-T7,36873216,-0.0027717127178071145,23788857559.734684,645.1527732144298,25.399857740043146,40
subject_chb15,2,T7-P7,36873216,0.0024441383155469096,25206238927.84095,683.5920937257263,26.145594155148327,40
subject_chb15,3,P7-O1,36873216,-0.0013284220029632107,13325907174.001902,361.3980178458505,19.01047126837866,40
subject_chb15,4,FP1-F3,36873216,0.0014102194021976182,40703294049.961075,1103.8715486590884,33.22456242991152,40
subject_chb15,5,F3-C3,36873216,-0.00143830330171637,12645765157.539324,342.952596202602,18.518979350995618,40
subject_chb15,6,C3-P3,36873216,-0.0004958868122783382,9850607156.027004,267.14803384730544,16.34466377284358,40
subject_chb15,7,P3-O1,36873216,-0.00038799115209465986,11174133455.433771,303.04200901363663,17.408101821095734,40
subject_chb15,8,FZ-CZ,36873216,0.0002300869245374334,10369230252.25774,281.2130694609806,16.76940873915895,40
subject_chb15,9,CZ-PZ,36873216,-0.0012082052505649836,7161806729.049146,194.22788424663435,13.936566443950044,40
subject_chb15,10,FP2-F4,36873216,0.002245183792687397,41124433667.951965,1115.2928366202711,33.396000308723664,40
subject_chb15,11,F4-C4,36873216,0.0006804456135341262,13531103684.681755,366.9629382118922,19.15627673144999,40
subject_chb15,12,C4-P4,36873216,-0.0018180951941375897,11321483088.267206,307.0381245906841,17.522503376820453,40
subject_chb15,13,P4-O2,36873216,-0.0006628663153132042,13900157335.26734,376.9716570224669,19.415757956424645,40
subject_chb15,14,FP2-F8,36873216,-0.0024604911161129556,45744992481.42275,1240.6021889010915,35.22218319328164,40
subject_chb15,15,F8-T8,36873216,0.0006980695456264487,20631288495.75515,559.5196387468658,23.654167471015878,40
subject_chb15,16,P8-O2,36873216,-0.0005292682694322182,11776295220.44306,319.37260965908314,17.870999123134755,40
subject_chb16,0,FP1-F7,17510400,-0.0007533426360668213,124093428281.88884,7086.841436054507,84.18337980892966,19
subject_chb16,1,F7-T7,17510400,0.0029864792872935377,173447655083.52084,9905.407933771978,99.52591589014379,19
subject_chb16,2,T7-P7,17510400,-0.0028821572426973863,179598808010.60226,10256.693622681507,101.27533570757248,19
subject_chb16,3,P7-O1,17510400,0.0018200820627229312,16719129336.623466,954.811388467623,30.900022467105472,19
subject_chb16,4,FP1-F3,17510400,0.0020824229049334563,112963673727.05635,6451.233194390554,80.31956918703283,19
subject_chb16,5,F3-C3,17510400,-0.00017523202205157074,31082190572.368763,1775.070276656659,42.131582888097846,19
subject_chb16,6,C3-P3,17510400,-0.0006113689173677458,17141425944.933773,978.9282908976251,31.28782975691387,19
subject_chb16,7,P3-O1,17510400,-0.00011184940387778722,16581255760.881405,946.9375777184647,30.77235086434679,19
subject_chb16,8,FZ-CZ,17510400,-0.0002765437941602222,75450830890.9938,4308.915324092756,65.64232875281586,19
