case_id,recording_id,channel_count,reviewed_channel_count,median_channel_rms_uv,maximum_channel_rms_uv,maximum_flatline_fraction,maximum_line_noise_ratio,maximum_high_frequency_ratio,reviewed_channel_fraction,recording_needs_review
chb01,chb01_24,23,23,26.940833930111616,176.89276557641563,0.0,0.9994137217845142,0.2889544842490986,1.0,True
chb01,chb01_25,23,22,32.72292593424703,193.07632216290995,0.07766927083333333,0.9990323711303581,0.3051460052763653,0.9565217391304348,True
chb01,chb01_26,23,23,38.14240268307058,161.29785912540854,0.026888020833333335,0.9997217470134393,0.09988291981259377,1.0,True
chb01,chb01_27,23,23,33.32626241393791,369.7885215949182,0.0,0.9996455304562063,0.9230615621666364,1.0,True
chb01,chb01_29,23,23,36.3991906760308,370.65613705073224,0.10670572916666667,0.999915583831495,0.8482394604362814,1.0,True
chb01,chb01_30,23,23,31.98446099591645,119.24356019442843,0.0,0.9999374740888044,0.7464557235271688,1.0,True
chb01,chb01_31,23,23,34.51899509967161,146.64859550782825,0.0509765625,0.9999472177903623,0.7633457038607213,1.0,True
chb01,chb01_32,23,23,47.42417796002093,248.2324746913678,0.0,0.9999246427454845,0.6745738491949053,1.0,True
chb01,chb01_33,23,23,37.94533679488515,119.15028957149963,0.0,0.9999485387729361,0.8215145472877187,1.0,True
chb01,chb01_34,23,23,43.506999102295524,243.35205036389812,0.01875,0.9999501690550122,0.8207785466036368,1.0,True
chb01,chb01_36,23,23,39.97779204131983,101.64654699497164,0.0,0.9999494821598406,0.6967055190843157,1.0,True
chb01,chb01_37,23,23,32.11216757953715,130.81006762480627,0.041731770833333334,0.999965136114911,0.7865937639738252,1.0,True
chb01,chb01_38,23,23,54.055276217812334,99.00390371808002,0.0220703125,0.9999639351848553,0.7832902736720195,1.0,True
chb01,chb01_39,23,23,23.780261511437068,110.88621050902056,0.11217447916666666,0.9999696565202032,0.8302611205861214,1.0,True
chb01,chb01_40,23,23,25.676676511284686,151.91786749841364,0.09720052083333333,0.9999727679084147,0.8770649056471821,1.0,True
chb01,chb01_41,23,23,29.94995622938157,128.00101324188992,0.0447265625,0.9999702714672438,0.9582118477701146,1.0,True
chb01,chb01_42,23,23,35.516567118365906,281.35392209627184,0.33717447916666665,0.9999696839142185,0.951705630177233,1.0,True
chb01,chb01_43,23,23,28.651820641922587,94.17275909046755,0.027473958333333333,0.9999680684543273,0.7703079468588578,1.0,True
chb01,chb01_46,23,23,32.07057097168693,146.79662132761803,0.0,0.9999507342260663,0.9257224157832559,1.0,True
chb02,chb02_01,23,13,35.957703904748705,213.12802335923507,0.0,0.953026286916366,0.36107631469892737,0.5652173913043478,True
chb02,chb02_02,23,15,28.682761798109343,63.45823603421461,0.0,0.9617422636829179,0.26343194917639945,0.6521739130434783,True
chb02,chb02_03,23,12,54.33536599958828,158.98140623964457,0.0,0.9641369226030577,0.3627250637560158,0.5217391304347826,True
chb02,chb02_04,23,13,29.50472810960003,154.5088169877136,0.0,0.9765071696964296,0.3806624991760706,0.5652173913043478,True
chb02,chb02_05,23,14,38.473838270595024,97.60577585644342,0.0,0.9527118105433143,0.3039127152441791,0.6086956521739131,True
chb02,chb02_06,23,14,44.431033342788375,158.2707379112745,0.0,0.9537484821840907,0.3290775811449349,0.6086956521739131,True
chb02,chb02_07,23,14,44.53048757588696,124.01428769810197,0.0,0.9820977769749544,0.29400958460249527,0.6086956521739131,True
chb02,chb02_08,23,13,45.735108814008164,182.68497776374778,0.0,0.9943376287776,0.28448715776961614,0.5652173913043478,True
chb02,chb02_09,23,23,40.59235855403446,131.14146259651744,0.0,0.9984690673692469,0.202471388936497,1.0,True
chb02,chb02_10,23,23,29.695485983442104,117.91500953781738,0.0,0.9983413494559288,0.24032172897342827,1.0,True
chb02,chb02_11,23,23,26.64178124008704,115.31918786384753,0.0,0.9983483282537957,0.30712109418715555,1.0,True
chb02,chb02_12,23,23,21.3522057964785,92.00995659211908,0.0,0.9989779884397195,0.34648349719747057,1.0,True
chb02,chb02_13,23,23,30.25665297002856,161.47147353235349,0.0,0.9989173992214272,0.3265601663518358,1.0,True
chb02,chb02_14,23,23,22.571764356660317,130.40003518025472,0.0,0.9990643843812308,0.32020273052257225,1.0,True
chb02,chb02_15,23,14,50.15017334006373,327.9446456918409,0.056640625,0.995692568216408,0.30341297811495604,0.6086956521739131,True
chb02,chb02_16,23,22,58.86927195834251,504.0733742324269,0.0294921875,0.9968399892259729,0.20120152886849554,0.9565217391304348,True
chb02,chb02_16+,23,23,105.16972801219168,574.8915401122327,0.0970703125,0.9998155243678462,0.9477428361917183,1.0,True
chb02,chb02_17,23,22,51.98969850205175,310.7893887247283,0.020572916666666666,0.9996392129979204,0.2624171068231955,0.9565217391304348,True
chb02,chb02_18,23,14,33.96935228757194,154.55453352075082,0.0,0.9902416202820077,0.31374334710517965,0.6086956521739131,True
chb02,chb02_19,23,11,34.86414632821965,291.91081774991216,0.0,0.9900258221652759,0.31469688841662063,0.4782608695652174,True
chb02,chb02_20,23,13,54.66641311510306,411.67063888661136,0.021744791666666666,0.9957592115295074,0.37015590422093986,0.5652173913043478,True
chb02,chb02_21,23,15,41.937191489414154,286.7053025785719,0.03561197916666667,0.9946491765349823,0.30742642380996527,0.6521739130434783,True
chb02,chb02_22,23,14,48.83344758272823,412.20369827850567,0.044921875,0.9944447430324225,0.2657549219284474,0.6086956521739131,True
chb02,chb02_23,23,18,60.18236282139272,315.5484680561671,0.019986979166666665,0.9856816248915679,0.554458604293731,0.782608695652174,True
chb02,chb02_24,23,20,46.012784436583615,312.7904305808559,0.04010416666666667,0.987177088740891,0.5659149851705111,0.8695652173913043,True
chb02,chb02_25,23,23,29.727123322132886,213.4675493474691,0.028580729166666666,0.9959269093345251,0.6537824822521687,1.0,True
chb02,chb02_26,23,23,49.110037504697864,274.37257153069544,0.0431640625,0.9982701414644266,0.5873745693957533,1.0,True
chb02,chb02_27,23,23,42.103008127996674,288.50708629942443,0.04296875,0.999590162671212,0.6113231380386179,1.0,True
chb02,chb02_28,23,23,54.41006358593499,88.15341543070882,0.0,0.9996861642322169,0.7540293788691771,1.0,True
chb02,chb02_29,23,23,34.66604476531312,106.62418051959571,0.0,0.9996371399264536,0.6901697861759178,1.0,True
chb02,chb02_30,23,23,27.953929441141227,103.71834066082808,0.0,0.9996254435501318,0.7662722756745852,1.0,True
chb02,chb02_31,23,23,25.90956986833018,113.82073993654654,0.0,0.9997021515072332,0.7744760550939784,1.0,True
chb02,chb02_32,23,23,28.44016410830465,115.73111434606157,0.022721354166666666,0.9996856305221057,0.7632112765499476,1.0,True
chb02,chb02_33,23,23,25.45692370867752,105.69088459655545,0.0,0.9996688791923377,0.735103685959971,1.0,True
chb02,chb02_34,23,23,30.135883915046108,159.83397180387098,0.020247395833333334,0.9995881409158276,0.7862577144656607,1.0,True
chb02,chb02_35,23,23,44.10490980517753,223.12142461158606,0.0689453125,0.9995095374319175,0.7163017772623103,1.0,True
chb03,chb03_01,23,23,24.748482962190522,219.38688250261993,0.15169270833333334,0.9903084532396604,0.2865550032078187,1.0,True
chb03,chb03_02,23,23,31.723644180158846,196.1993424590446,0.0,0.9926218236413539,0.4701193827335816,1.0,True
chb03,chb03_03,23,14,24.553508180210414,293.32085497485537,0.0,0.964727875710468,0.45221758314184696,0.6086956521739131,True
chb03,chb03_04,23,22,15.909268134983009,143.78994844610284,0.0,0.9913716351021498,0.2635582217938262,0.9565217391304348,True
chb03,chb03_05,23,22,15.338946989009273,98.78826276052716,0.0,0.9912001706458402,0.19915007833434878,0.9565217391304348,True
chb03,chb03_06,23,21,30.17323584562132,49.285770574045124,0.0,0.9924674911246716,0.16460125563510422,0.9130434782608695,True
chb03,chb03_07,23,19,13.858766491129487,92.1429047246522,0.0,0.9919453785700894,0.24920332947887658,0.8260869565217391,True
chb03,chb03_08,23,23,16.81751811610348,49.990986240535314,0.0,0.9918936279700786,0.18681432704737663,1.0,True
chb03,chb03_09,23,23,11.899332729903874,40.10283593092452,0.0,0.9926194046911745,0.23801270501290525,1.0,True
chb03,chb03_10,23,23,23.130294013967735,127.08127103517505,0.0,0.9924850064420967,0.33057523514077397,1.0,True
chb03,chb03_11,23,23,13.550852661518476,106.98051863845347,0.0228515625,0.9957141235803014,0.40776647622264406,1.0,True
chb03,chb03_12,23,23,9.846439274489592,30.32663963093476,0.0,0.9972737319058596,0.2624472145954736,1.0,True
chb03,chb03_13,23,21,12.87403395612778,48.9176300792284,0.0,0.9974766003123364,0.26264063351686345,0.9130434782608695,True
chb03,chb03_14,23,23,10.452683033432262,76.16950130287198,0.0,0.9985966099030907,0.24637045432636875,1.0,True
chb03,chb03_15,23,23,12.15115641879677,82.47230092402174,0.0,0.9991642866292907,0.25890302612516924,1.0,True
chb03,chb03_16,23,23,15.42811085810678,134.63861810677338,0.0,0.9992866791736629,0.31057196113436164,1.0,True
chb03,chb03_17,23,14,29.626143548135744,135.7704571729176,0.0,0.998647446419666,0.3654472014063782,0.6086956521739131,True
chb03,chb03_18,23,21,16.600814063244485,118.00394853950768,0.0,0.999493669324572,0.29244313157554075,0.9130434782608695,True
chb03,chb03_19,23,21,30.417488729497833,142.63909702968235,0.0,0.999341408683538,0.30662340080734285,0.9130434782608695,True
chb03,chb03_20,23,15,30.4685200969232,147.01449450282422,0.06341145833333334,0.9982340536688228,0.33326302950551695,0.6521739130434783,True
chb03,chb03_21,23,19,46.525466099179404,165.0364470873389,0.0,0.983301979326528,0.3754347298793103,0.8260869565217391,True
chb03,chb03_22,23,18,25.395293168476414,167.50371897101212,0.023893229166666665,0.9957245716547537,0.34232813045609645,0.782608695652174,True
chb03,chb03_23,23,18,25.94777291219154,535.3909748117441,0.07018229166666666,0.9986723481364315,0.5187941248116849,0.782608695652174,True
chb03,chb03_24,23,12,30.61137741882333,158.70282266726267,0.0,0.995247258819877,0.3372909623010724,0.5217391304347826,True
chb03,chb03_25,23,17,22.67985474501282,162.97736091165427,0.0,0.9938800558480085,0.2884848490678239,0.7391304347826086,True
chb03,chb03_26,23,12,32.038287631601825,142.0737736026243,0.0,0.9960721065849112,0.33407495070391735,0.5217391304347826,True
chb03,chb03_27,23,15,35.31935800696148,238.62020195657908,0.05423177083333333,0.9931865715986171,0.4099228964064054,0.6521739130434783,True
chb03,chb03_28,23,18,35.25854860707898,278.0273287120721,0.0,0.9976084830366523,0.46108684105519576,0.782608695652174,True
chb03,chb03_29,23,16,24.388952352705374,144.62692930323772,0.0,0.9954677997262837,0.35789859572379495,0.6956521739130435,True
chb03,chb03_30,23,23,23.251218206313112,183.46559956988085,0.0,0.9987106259165438,0.7061830328519154,1.0,True
chb03,chb03_31,23,23,20.922784866978184,285.68871937904294,0.0,0.9979450175090514,0.5156051967238685,1.0,True
chb03,chb03_32,23,23,26.20537506201159,245.0940089512513,0.0,0.9988382941967778,0.4807620746201347,1.0,True
chb03,chb03_33,23,21,18.379968619899593,193.15923726266018,0.0,0.9993115286859375,0.5121586598889821,0.9130434782608695,True
chb03,chb03_34,23,22,25.374532242538166,325.05118069980676,0.063671875,0.9996653607775046,0.84435730054776,0.9565217391304348,True
chb03,chb03_35,23,23,32.832166167257995,347.1253806228202,0.20377604166666666,0.999879545735455,0.877517318644633,1.0,True
chb03,chb03_36,23,23,31.06322005737981,295.8804863659045,0.07122395833333334,0.9998830514252046,0.9358006906721174,1.0,True
chb03,chb03_37,23,17,27.42064137241953,133.73730778317312,0.019010416666666665,0.9953309650082525,0.3591586354694201,0.7391304347826086,True
chb03,chb03_38,23,23,30.359445719437716,138.29666715661475,0.10494791666666667,0.9983115595715054,0.35748897850227995,1.0,True
chb04,chb04_01,23,21,23.86862100046588,180.94697111657604,0.03567708333333333,0.9995197809362977,0.4288627110447448,0.9130434782608695,True
chb04,chb04_02,23,23,14.26543452308416,134.21617114996397,0.0322265625,0.9998029655248081,0.38970706615415934,1.0,True
chb04,chb04_03,23,23,14.742900178105959,100.51142151334726,0.09973958333333334,0.9998351270548951,0.4348386915633769,1.0,True
chb04,chb04_04,23,21,22.478740802185662,154.0515205841493,0.1220703125,0.9998194845300704,0.4537978487286525,0.9130434782608695,True
chb04,chb04_05,23,23,277.87994779156026,430.8951011586857,0.21653645833333332,0.999686004355447,0.9324558532620795,1.0,True
chb04,chb04_06,23,23,20.96632949100422,145.14435652307807,0.09505208333333333,0.9986583266865859,0.430154159204869,1.0,True
chb04,chb04_07,24,24,23.235967848407242,194.30486492098686,0.04733072916666667,0.998439290666731,0.37901657376467024,1.0,True
chb04,chb04_08,24,24,24.46491673833622,403.2274589309365,0.1259765625,0.9994740522792719,0.4030550880726262,1.0,True
chb04,chb04_09,24,24,19.363825362378815,245.44164367692622,0.2596354166666667,0.9999433974716169,0.8008161970957461,1.0,True
chb04,chb04_10,24,24,18.248309038634027,284.8229715552127,0.137109375,0.9999601686279883,0.8433732107390236,1.0,True
chb04,chb04_11,24,24,18.496623803925374,187.40910924228035,0.16653645833333333,0.9999593730428088,0.9695154943636082,1.0,True
chb04,chb04_12,24,24,27.54552385769504,260.0049653422619,0.3603515625,0.9996327977615518,0.7848252130829594,1.0,True
chb04,chb04_13,24,21,42.88291511226765,497.6942875729578,0.13326822916666667,0.9997942856058816,0.5070171952200045,0.875,True
chb04,chb04_14,24,24,50.812944750058456,586.4383004125908,0.1474609375,0.9997278870157579,0.9449662324478841,1.0,True
chb04,chb04_15,24,20,39.789168990684544,531.954177127346,0.15904947916666667,0.9996780255699373,0.8179569346195107,0.8333333333333334,True
chb04,chb04_16,24,24,31.627720064972703,555.3688237483267,0.2123046875,0.9999710881034749,0.9503311314874391,1.0,True
chb04,chb04_17,24,24,23.304355124628863,575.859590277725,0.20625,0.9999417423771001,0.9578735522640441,1.0,True
chb04,chb04_18,24,20,30.71847557516304,526.3144123481197,0.22578125,0.9984150422452533,0.76668706278032,0.8333333333333334,True
chb04,chb04_19,24,24,35.286266954156176,482.1731112176033,0.19375,0.9996788131134583,0.8780228243727825,1.0,True
chb04,chb04_21,24,22,22.013400027034184,179.38880229052435,0.08763020833333333,0.9999614569597244,0.8332071016105302,0.9166666666666666,True
chb04,chb04_22,24,22,16.80133647639398,251.6102145779438,0.10091145833333333,0.999969619267519,0.9295123593188425,0.9166666666666666,True
chb04,chb04_23,24,24,19.72214235344154,171.4662095584537,0.1181640625,0.9999752579344865,0.961077019259109,1.0,True
chb04,chb04_24,24,22,31.356326384079573,177.2986157336686,0.23619791666666667,0.9999606064141612,0.8644210059965237,0.9166666666666666,True
chb04,chb04_25,24,23,26.431582900177574,157.39556482335274,0.14830729166666667,0.9996064621471052,0.46007918507412693,0.9583333333333334,True
chb04,chb04_26,24,24,16.957969053934995,194.06769547293962,0.2766927083333333,0.9998094435882341,0.6466565295285528,1.0,True
chb04,chb04_27,24,21,24.614583295177248,626.572574151983,0.1138671875,0.9996824552547864,0.4567159105727335,0.875,True
chb04,chb04_28,24,23,15.11862019702243,509.23966626821164,0.3685546875,0.9996251363149247,0.4214150164000959,0.9583333333333334,True
chb04,chb04_29,24,24,12.587053392255296,415.7492645810518,0.26946614583333334,0.9997044838714622,0.37708486922711115,1.0,True
chb04,chb04_30,24,24,21.493488413038428,625.1168473462993,0.21171875,0.9996323770930948,0.40971284603376207,1.0,True
chb04,chb04_31,24,24,24.55544105652637,626.8643888076211,0.25904947916666665,0.9997054367957987,0.520394179316188,1.0,True
chb04,chb04_32,24,22,48.611990697484885,686.7470974036015,0.13541666666666666,0.999870301643472,0.7482985915393252,0.9166666666666666,True
chb04,chb04_33,24,22,54.58117745393908,714.1597835203427,0.21223958333333334,0.999797623316572,0.7673669466224344,0.9166666666666666,True
chb04,chb04_34,24,24,35.91508533056613,815.3447960108107,0.3744140625,0.9999610336743356,0.958646178522514,1.0,True
chb04,chb04_35,24,24,24.249908957143198,765.591278937908,0.14889322916666667,0.9998973657528333,0.9379607505096921,1.0,True
chb04,chb04_36,24,24,22.925333211657435,561.3688257927496,0.10188802083333333,0.9999197217914513,0.9557576948788012,1.0,True
chb04,chb04_37,24,24,37.40431408023343,783.6273815223223,0.1169921875,0.9993337644091744,0.8775298024959811,1.0,True
chb04,chb04_38,24,23,21.295016941203414,579.4521646799743,0.086328125,0.9965035302072853,0.4320730166588164,0.9583333333333334,True
chb04,chb04_39,24,24,21.6252556976089,150.4576378549954,0.14407552083333333,0.9967032649327124,0.40541749245365305,1.0,True
chb04,chb04_40,24,17,18.890555729348236,150.76910294705328,0.1716796875,0.9887451429773543,0.4277774814577193,0.7083333333333334,True
chb04,chb04_41,24,24,15.82466994829963,120.20377873951615,0.10865885416666667,0.9956509103431471,0.35564502508212775,1.0,True
chb04,chb04_42,24,23,15.226966855730764,85.95872356777016,0.18717447916666666,0.994939760771291,0.27727424390202365,0.9583333333333334,True
chb04,chb04_43,24,23,31.82684967511134,184.77157520644582,0.10455729166666666,0.9967602841467817,0.41145115474950794,0.9583333333333334,True
chb05,chb05_01,23,14,56.77140733143716,182.49798590802126,0.0,0.9618806613089707,0.22354556554480637,0.6086956521739131,True
chb05,chb05_02,23,14,58.49668295185218,231.46317774736258,0.0,0.9744859918389661,0.21630900249132168,0.6086956521739131,True
chb05,chb05_03,23,14,62.1229672802979,158.2198112955595,0.0,0.9773495365671673,0.28901310795796725,0.6086956521739131,True
chb05,chb05_04,23,15,61.80653395770587,181.16478185598672,0.0,0.9830600739391763,0.3326657072531068,0.6521739130434783,True
chb05,chb05_05,23,13,64.97127404495153,153.1216733028426,0.0,0.9912738463008206,0.24130698704729517,0.5652173913043478,True
chb05,chb05_06,23,23,44.63699974422317,446.31186224358106,0.0,0.9985885447117682,0.20433691231665793,1.0,True
chb05,chb05_07,23,23,40.51627581687211,122.86681607753596,0.0,0.9988060739847253,0.19454094916769726,1.0,True
chb05,chb05_08,23,23,42.34246294623717,110.91470312221547,0.0,0.9986819213127687,0.25677205725805036,1.0,True
chb05,chb05_09,23,23,36.56117167576326,129.2577867113782,0.0,0.9986411431779388,0.30293605132591167,1.0,True
chb05,chb05_10,23,23,39.02719687018765,112.81021603319532,0.0,0.9988295911974427,0.21503568575699458,1.0,True
chb05,chb05_11,23,23,37.94289383489095,116.66061151059299,0.0,0.9986735325038435,0.22888195968791,1.0,True
chb05,chb05_12,23,23,35.06885135931746,112.79137047039201,0.0,0.9986514113812835,0.19630474248053226,1.0,True
chb05,chb05_13,23,23,49.93926938539519,335.2224086935457,0.0,0.998492677234435,0.26350894134401315,1.0,True
chb05,chb05_14,23,15,59.52601133183805,175.17685683961193,0.0,0.9963446428603979,0.2029678427553516,0.6521739130434783,True
chb05,chb05_15,23,23,44.56014807587496,114.4245000340109,0.0,0.9986179081744494,0.18906632973108023,1.0,True
chb05,chb05_16,23,23,51.39884564856712,340.22468422967927,0.0,0.9989242081777374,0.2270681060248292,1.0,True
chb05,chb05_17,23,23,58.98968298405104,313.32266016776674,0.0,0.9992103430361664,0.34846133975749055,1.0,True
chb05,chb05_18,23,20,63.79045207411518,168.25962321989,0.0,0.9991496934806394,0.4859194795828165,0.8695652173913043,True
chb05,chb05_19,23,23,68.37025298867023,180.84441162909317,0.0,0.9993557631273188,0.30601362052408415,1.0,True
chb05,chb05_20,23,19,71.77195961547044,169.1904060102295,0.0,0.9986198917979324,0.2710168561533737,0.8260869565217391,True
chb05,chb05_21,23,19,82.19186231916254,170.10779994020717,0.0,0.9978864851747906,0.24633040767905606,0.8260869565217391,True
chb05,chb05_22,23,23,78.39556095570566,351.611328998928,0.0,0.998445930457951,0.2128049692896942,1.0,True
chb05,chb05_23,23,22,51.17472170677674,133.73166596094896,0.0,0.9987077935032077,0.17274127091490907,0.9565217391304348,True
chb05,chb05_24,23,23,50.66683623432462,159.16995239239583,0.0,0.9986638418968314,0.1693136632751581,1.0,True
chb05,chb05_25,23,23,48.44930361103435,112.74428549276416,0.0,0.9989499208069559,0.23689624301769605,1.0,True
chb05,chb05_26,23,23,65.13980341994744,246.57104719896233,0.0,0.9990680292059881,0.15522114458039923,1.0,True
chb05,chb05_27,23,21,88.77666209644656,383.553545325976,0.0,0.9982687329770041,0.1932683203324791,0.9130434782608695,True
chb05,chb05_28,23,19,85.04685100122154,198.91248219435636,0.0,0.9988828542818388,0.3018414444688258,0.8260869565217391,True
chb05,chb05_29,23,15,90.63993828251796,220.64200408513219,0.0,0.9972215910316413,0.18281988512980019,0.6521739130434783,True
chb05,chb05_30,23,22,76.63229944584106,179.9210918236198,0.0,0.9992480518013205,0.32396443790815815,0.9565217391304348,True
chb05,chb05_31,23,23,57.083792476607854,200.3671354966565,0.0,0.9993807946458086,0.1341188835005234,1.0,True
chb05,chb05_32,23,23,60.69393090442577,177.1596914261006,0.019466145833333334,0.9997930905922403,0.2806715642896277,1.0,True
chb05,chb05_33,23,23,60.90976434634387,185.4272112340434,0.0,0.9996285270516619,0.11651386439146673,1.0,True
chb05,chb05_34,23,23,67.74755064467482,283.42954366357367,0.0,0.9990959976191763,0.22975337678816596,1.0,True
chb05,chb05_35,23,23,74.55315500181996,224.78449520040638,0.0279296875,0.9987986596517305,0.2826134042988585,1.0,True
chb05,chb05_36,23,21,70.38890569292658,185.97596643237122,0.021549479166666666,0.9994280246283631,0.14148603506955418,0.9130434782608695,True
chb05,chb05_37,23,22,66.39240324332226,172.76810459246,0.0,0.9994696041785718,0.11254204170209632,0.9565217391304348,True
chb05,chb05_38,23,22,68.16603711597463,159.52691088972176,0.02734375,0.9990882424247681,0.19950324801107036,0.9565217391304348,True
chb05,chb05_39,23,22,102.035690770859,255.82525692157893,0.027669270833333332,0.9990073352787087,0.20157488193943013,0.9565217391304348,True
chb06,chb06_01,23,4,88.72660722068856,166.10471159489447,0.022265625,0.8521114764710226,0.1325758580604357,0.17391304347826086,True
chb06,chb06_02,23,15,84.03929637202671,350.8097794820906,0.15462239583333334,0.9729152274921697,0.10438061674235576,0.6521739130434783,True
chb06,chb06_03,23,16,71.59432555847837,153.64664008175814,0.051497395833333334,0.9832239847138512,0.061556310911036284,0.6956521739130435,True
chb06,chb06_04,23,23,136.6859081444906,733.0369561120447,0.0916015625,0.9992744013675885,0.8673044487320544,1.0,True
chb06,chb06_05,23,23,88.2136292137676,647.3048801625023,0.136328125,0.9993359863449187,0.8102547049896626,1.0,True
chb06,chb06_06,23,15,81.63755180420631,154.80641084898735,0.0689453125,0.9609885999437693,0.10986414383039164,0.6521739130434783,True
chb06,chb06_07,23,15,85.58813795956522,169.08761426932017,0.04140625,0.9751893834736102,0.14172305168554342,0.6521739130434783,True
chb06,chb06_08,23,17,84.49549451408899,154.3143415124079,0.1556640625,0.9690670257549536,0.0926617813403236,0.7391304347826086,True
chb06,chb06_09,23,21,72.36310982525853,180.5867240253343,0.09303385416666667,0.9975200815950376,0.11289477533321002,0.9130434782608695,True
chb06,chb06_10,23,23,80.0277060413901,335.049652939968,0.12063802083333333,0.9998739187381929,0.9821580878945291,1.0,True
chb06,chb06_12,23,13,83.17699493883191,152.9876218775628,0.040364583333333336,0.9914107347193759,0.09693638782077087,0.5652173913043478,True
chb06,chb06_13,23,12,87.32182569628415,172.002998835419,0.0697265625,0.9894243694666381,0.11956682252519013,0.5217391304347826,True
chb06,chb06_14,23,20,79.66416351581643,197.83410456319385,0.1529296875,0.9951226518568094,0.13045031663901302,0.8695652173913043,True
chb06,chb06_15,23,23,59.761711889569064,176.2969221113991,0.11002604166666667,0.9969484722387565,0.012638408188741727,1.0,True
chb06,chb06_16,23,21,66.4150828451421,201.37729629684893,0.16861979166666666,0.9933141124486171,0.01184633678448437,0.9130434782608695,True
chb06,chb06_17,23,20,66.08119841994713,202.62821291646165,0.13014322916666668,0.9870393990779425,0.1591037261982195,0.8695652173913043,True
chb06,chb06_18,23,13,72.02764338306854,179.70995900779988,0.08919270833333333,0.9965301401936324,0.14224113553442183,0.5652173913043478,True
chb06,chb06_24,23,23,73.10030896429053,592.5428165326533,0.2859375,0.9995901541530697,0.15577707958923365,1.0,True
chb07,chb07_01,23,2,27.558100164466524,168.34236277151948,0.17526041666666667,0.9990537400847589,0.4767382343375817,0.08695652173913043,True
chb07,chb07_02,23,2,24.877170305687635,126.38670515630156,0.041796875,0.9965163060841576,0.32525010107732927,0.08695652173913043,True
chb07,chb07_03,23,2,38.129918453907884,115.96283954258544,0.0,0.9965979549700668,0.16990666967246915,0.08695652173913043,True
chb07,chb07_04,23,3,27.145815532895504,442.83810692564754,0.07083333333333333,0.9991515216561905,0.8501131926662903,0.13043478260869565,True
chb07,chb07_05,23,23,159.09817922880916,566.4792288612138,0.16953125,0.99953211772101,0.8815961645808271,1.0,True
chb07,chb07_06,23,4,26.897951529452612,150.43412762431853,0.0,0.9989531230674621,0.6180696701992292,0.17391304347826086,True
chb07,chb07_07,23,5,22.249808854018013,197.0180978292301,0.15989583333333332,0.9993778306367761,0.680198764610459,0.21739130434782608,True
