case_id,recording_id,channel_name,channel_index,chunk_count,non_ictal_chunk_count,ictal_chunk_count,boundary_chunk_count,median_rms_uv,maximum_rms_uv,median_std_uv,minimum_std_uv,median_peak_to_peak_uv,maximum_peak_to_peak_uv,median_robust_range_uv,maximum_flatline_fraction,median_flatline_fraction,maximum_zero_fraction,median_line_noise_ratio,maximum_line_noise_ratio,median_high_frequency_ratio,maximum_high_frequency_ratio,review_chunk_count,maximum_flag_count,review_chunk_fraction
chb01,chb01_02,P7-O1,3,60,60,0,0,20.087282565930145,33.537570476075665,20.086956844137568,15.614657963118725,193.2112332112332,477.46031746031747,100.46007326007322,0.0,0.0,0.0,0.16323274557525214,0.6466732578664222,0.08226113781288104,0.12719812783980275,28,1,0.4666666666666667
chb01,chb01_02,P7-T7,18,60,60,0,0,21.610720282049964,59.13615672559629,21.610363219001187,15.288845263597151,238.92551892551893,682.1978021978023,109.87252747252744,0.0,0.0,0.0,0.5246734215136069,0.8253497255456416,0.024792252616921397,0.26138493663460943,57,1,0.95
chb01,chb01_02,P8-O2,15,60,60,0,0,29.270186077059705,149.8785350624437,29.26899598235527,21.50607996734642,318.82783882783883,2185.6898656898657,148.35848595848594,0.0,0.0,0.0,0.9870412620710507,0.9983001317460712,0.15632828650092398,0.22212879288469872,60,1,1.0
chb01,chb01_02,T7-FT9,19,60,60,0,0,20.02740185739986,48.38918861050397,20.025733926223175,13.632613094687937,239.9023199023199,834.1880341880342,98.54163614163613,0.0,0.0,0.0,0.9563499132704294,0.9919570535639074,0.09899333123359876,0.26083929553334817,60,1,1.0
chb01,chb01_02,T7-P7,2,60,60,0,0,21.612044356159494,59.13310736952826,21.610363219001187,15.288845263597151,238.9255189255189,682.1978021978023,109.87252747252747,0.0,0.0,0.0,0.5246734215136067,0.8253497255456419,0.0247922526169214,0.2613849366346094,57,1,0.95
chb01,chb01_02,T8-P8-0,14,60,60,0,0,23.44924103599744,38.086856617401274,23.447678873266426,16.289411192616118,254.74969474969473,555.995115995116,120.6974358974359,0.0,0.0,0.0,0.9386228178063336,0.9894999145913485,0.01733211720210526,0.1952165228483023,60,1,1.0
chb01,chb01_02,T8-P8-1,22,60,60,0,0,23.44924103599744,38.086856617401274,23.447678873266426,16.289411192616118,254.74969474969473,555.995115995116,120.6974358974359,0.0,0.0,0.0,0.9386228178063336,0.9894999145913485,0.01733211720210526,0.1952165228483023,60,1,1.0
chb01,chb01_03,C3-P3,6,60,58,1,1,27.414443034750626,58.44065275374885,27.413490767849943,17.517553976072193,254.55433455433453,679.8534798534797,135.4295482295482,0.0,0.0,0.0,0.9710620609746206,0.9785622130539791,0.007820822158716755,0.026668724626509842,60,1,1.0
chb01,chb01_03,C4-P4,10,60,58,1,1,29.739100037318742,79.35485235130922,29.73803809323177,18.576357996189852,291.28205128205127,756.0439560439561,152.38095238095238,0.0,0.0,0.0,0.6919113462393696,0.7343971256107366,0.005698857930282483,0.03237774741792274,60,1,1.0
chb01,chb01_03,CZ-PZ,17,60,58,1,1,42.823402165355475,79.50988911649274,42.82277139124446,28.113057890550863,413.57753357753353,961.1721611721612,218.68815628815628,0.0,0.0,0.0,0.9885949254607715,0.9950541262110503,0.0031622076817089187,0.009952493032150412,60,1,1.0
chb01,chb01_03,F3-C3,5,60,58,1,1,41.724147172909404,82.45769457563841,41.72240786419758,21.66509916186818,393.06471306471303,720.4884004884004,208.57435897435892,0.0,0.0,0.0,0.2394553923104822,0.28124320488375126,0.003303239689613924,0.021768794509112847,20,1,0.3333333333333333
chb01,chb01_03,F4-C4,9,60,58,1,1,38.29781984859543,101.15679655057858,38.29701897086909,20.208418724059722,395.7997557997558,888.4981684981683,202.00244200244202,0.0,0.0,0.0,0.9733140323523045,0.9767779770154607,0.0015741297580510857,0.007236936740912646,60,1,1.0
chb01,chb01_03,F7-T7,1,60,58,1,1,27.01546594301028,69.70392342777745,27.015451602338864,16.152014738045892,281.51404151404154,554.8229548229549,134.2124542124542,0.0,0.0,0.0,0.9768347259992575,0.9799650187982409,0.005944135556953269,0.021490730057463717,60,1,1.0
chb01,chb01_03,F8-T8,13,60,58,1,1,31.754901169321617,117.91285963830353,31.750416025102776,18.744840425697436,309.8412698412698,1029.1575091575091,157.85103785103786,0.0,0.0,0.0,0.9934401579444136,0.9948952467233142,0.03855842479287874,0.08568355639196786,60,1,1.0
chb01,chb01_03,FP1-F3,4,60,58,1,1,44.972293888806306,117.1104213292336,44.971281059757956,21.69257708246747,443.2722832722833,1069.7924297924296,233.4202686202686,0.0,0.0,0.0,0.9602197996245849,0.964851763702207,0.0028938561351118082,0.01952982043571013,60,1,1.0
chb01,chb01_03,FP1-F7,0,60,58,1,1,33.54216928284296,109.22627693850605,33.54146675385914,15.61484156411379,375.6776556776556,979.5360195360195,176.76581196581193,0.0,0.0,0.0,0.9724460909705659,0.9757030912799518,0.006005542171681682,0.0317990609705685,60,1,1.0
chb01,chb01_03,FP2-F4,8,60,58,1,1,42.6394626740746,110.40343885968895,42.639181666693105,20.274683263062528,422.56410256410254,987.7411477411476,233.02954822954823,0.0,0.0,0.0,0.9792439508399677,0.9820901665579326,0.0028064124920954936,0.01496986180400578,60,1,1.0
chb01,chb01_03,FP2-F8,12,60,58,1,1,33.48250944942082,109.60672391434697,33.481192501929826,18.901799898701274,382.9059829059829,890.8424908424909,172.54798534798527,0.0,0.0,0.0,0.9985504060901795,0.9988823805621082,0.04826092236201261,0.1427430980032784,60,1,1.0
chb01,chb01_03,FT10-T8,21,60,58,1,1,20.65390868838113,71.5464773788402,20.653907358083117,12.847037522852707,210.98901098901098,789.6459096459096,103.54090354090354,0.0,0.0,0.0,0.9751445167615704,0.9841206988037672,0.014120234025770657,0.07151822980627263,59,1,0.9833333333333333
chb01,chb01_03,FT9-FT10,20,60,58,1,1,38.75882791904289,131.90163369486484,38.75590140372729,22.482956704039466,389.15750915750914,997.8998778998778,188.48742368742364,0.0,0.0,0.0,0.8983887456247857,0.9173569452173927,0.018549595085104335,0.04301312872936929,60,1,1.0
chb01,chb01_03,FZ-CZ,16,60,58,1,1,46.28319852701128,88.38175821379409,46.28311992041181,21.959826189032327,477.0695970695971,952.5763125763126,247.99218559218556,0.0,0.0,0.0,0.9124107657960936,0.9263588871024507,0.0012547215337201812,0.013080377806486907,60,1,1.0
chb01,chb01_03,P3-O1,7,60,58,1,1,35.4261628834515,66.97534911803366,35.42553596671483,21.483317394501213,333.28449328449324,729.4749694749694,178.36385836385836,0.0,0.0,0.0,0.9390962991658798,0.9501561591908736,0.01212598618756101,0.06146389522873756,60,1,1.0
chb01,chb01_03,P4-O2,11,60,58,1,1,40.40240355120952,86.02398044159861,40.399256273769495,26.262994201058664,361.025641025641,700.5616605616606,202.08253968253965,0.0,0.0,0.0,0.9883319531214829,0.9965556856450118,0.033550504547930224,0.14068644046924078,60,1,1.0
chb01,chb01_03,P7-O1,3,60,58,1,1,26.192541870622836,53.79150740054124,26.191501551874804,16.974092804406826,218.2173382173382,387.98534798534797,126.2026862026862,0.0,0.0,0.0,0.5616410934664242,0.5885125144166543,0.009370696715558156,0.06798659123206124,50,1,0.8333333333333334
chb01,chb01_03,P7-T7,18,60,58,1,1,27.56238299676705,67.7616509151207,27.56118469625483,19.283562885979112,284.44444444444446,546.2271062271062,138.11965811965814,0.0,0.0,0.0,0.6982702157043801,0.7437145810071653,0.0021071678391112875,0.01545796742798013,58,1,0.9666666666666667
chb01,chb01_03,P8-O2,15,60,58,1,1,38.42017284983248,105.1890042801734,38.418004752461094,24.984429084291925,384.2735042735043,829.1086691086691,191.41782661782656,0.0,0.0,0.0,0.9954156670954959,0.9982318270343172,0.04473265681021754,0.16756721265290078,60,1,1.0
chb01,chb01_03,T7-FT9,19,60,58,1,1,22.953941186167736,45.718259448328126,22.952897754137748,14.582502454858666,210.2075702075702,502.8571428571429,111.24004884004884,0.0,0.0,0.0,0.9903725204442817,0.9910149943873497,0.06657511723297468,0.11841852763544726,60,1,1.0
chb01,chb01_03,T7-P7,2,60,58,1,1,27.563417723932638,67.7599623681304,27.56118469625483,19.283562885979112,284.44444444444446,546.2271062271061,138.11965811965814,0.0,0.0,0.0,0.69827021570438,0.743714581007164,0.002107167839111287,0.01545796742798013,58,1,0.9666666666666667
chb01,chb01_03,T8-P8-0,14,60,58,1,1,34.33464943926397,108.20269683031145,34.33247085003331,19.556240561071416,328.2051282051282,1197.5579975579976,169.84810744810747,0.0,0.0,0.0,0.9893508703304021,0.9911544053905736,0.0027704030521370545,0.053987816551727574,59,1,0.9833333333333333
chb01,chb01_03,T8-P8-1,22,60,58,1,1,34.33464943926397,108.20269683031145,34.33247085003331,19.556240561071416,328.2051282051282,1197.5579975579976,169.84810744810747,0.0,0.0,0.0,0.9893508703304021,0.9911544053905736,0.0027704030521370545,0.053987816551727574,59,1,0.9833333333333333
chb01,chb01_04,C3-P3,6,60,59,0,1,22.56891373560311,49.61019327320477,22.567199317030905,13.721566351361872,230.9157509157509,530.5982905982906,113.77973137973137,0.0,0.0,0.0,0.9882041252056943,0.9948696034760429,0.025408918673161144,0.05837737361517678,60,1,1.0
chb01,chb01_04,C4-P4,10,60,59,0,1,26.422265780185633,72.6689177104707,26.421168296601135,15.371008058021468,257.0940170940171,685.7142857142858,135.15409035409033,0.0,0.0,0.0,0.8023491843700392,0.9258251811507121,0.009893080849533695,0.04244443692062339,60,1,1.0
chb01,chb01_04,CZ-PZ,17,60,59,0,1,34.36659534002699,74.50700269953846,34.36501373099613,20.035015523442883,363.17460317460313,661.4896214896215,178.36385836385836,0.0,0.0,0.0,0.9918659795792515,0.9967227405561918,0.006848173089194582,0.02450050750247624,60,1,1.0
chb01,chb01_04,F3-C3,5,60,59,0,1,33.83598210321777,70.32928184105609,33.83528697304142,18.344238448448355,363.36996336996333,604.8351648351648,174.5367521367521,0.0,0.0,0.0,0.2618716796987926,0.41268161249106894,0.007286747759164093,0.0327466359869675,32,1,0.5333333333333333
chb01,chb01_04,F4-C4,9,60,59,0,1,31.556288932084556,101.40517117885142,31.555493018651926,18.609807644423185,326.05616605616603,922.4908424908424,171.6063492063492,0.0,0.0,0.0,0.96173481555469,0.9821730768204155,0.0037006756367941604,0.022998845922502315,60,1,1.0
chb01,chb01_04,F7-T7,1,60,59,0,1,24.907464837959864,59.37913336263296,24.90683878296037,17.069359195215423,264.7130647130647,1011.9658119658119,129.7191697191697,0.0,0.0,0.0,0.965942221595081,0.9870248437506781,0.010334821182950683,0.037048981978080923,60,1,1.0
chb01,chb01_04,F8-T8,13,60,59,0,1,31.472990195154047,121.06274316540308,31.47170303296754,19.630566605281096,372.942612942613,1232.7228327228327,163.2058608058608,0.0,0.0,0.0,0.991054875426441,0.9951497069236995,0.046888089711458567,0.11926625575538989,60,1,1.0
chb01,chb01_04,FP1-F3,4,60,59,0,1,38.193485604012125,91.05739402118907,38.19205034972764,21.32631351809083,461.050061050061,978.3638583638583,202.2778998778998,0.0,0.0,0.0,0.9518390083296887,0.9724898525528088,0.00888765229911059,0.04484432855616044,60,1,1.0
chb01,chb01_04,FP1-F7,0,60,59,0,1,29.43718472057741,84.72114520402206,29.436369606847986,16.25153337057182,403.41880341880335,1349.93894993895,153.71330891330885,0.0,0.0,0.0,0.96314658910548,0.9820137408792968,0.01524785086399877,0.05191730096302584,60,1,1.0
chb01,chb01_04,FP2-F4,8,60,59,0,1,38.052251681963924,90.08083739923546,38.05170365233097,19.638559110363776,461.6361416361416,868.1807081807082,210.17240537240536,0.0,0.0,0.0,0.9657226117525642,0.9838155159479592,0.006239257743836196,0.035573736546796506,60,1,1.0
chb01,chb01_04,FP2-F8,12,60,59,0,1,32.244400994213635,91.05785419852464,32.243774736199384,19.41012189454324,424.7130647130647,1053.772893772894,167.5487179487179,0.0,0.0,0.0,0.9975636683777023,0.9989378262487657,0.059445799832348434,0.16910060590444975,60,1,1.0
chb01,chb01_04,FT10-T8,21,60,59,0,1,21.3915410922574,117.80030199524627,21.389402628247076,13.718937645820484,227.98534798534797,1498.0219780219782,109.25128205128198,0.0,0.0,0.0,0.9433235540481478,0.9874392603727573,0.018924880382298927,0.0967814835038071,59,1,0.9833333333333333
chb01,chb01_04,FT9-FT10,20,60,59,0,1,37.35358060539518,148.66243412709406,37.35354662299601,23.165295086121116,407.13064713064705,1554.6764346764348,187.35042735042734,0.0,0.0,0.0,0.8973465699556281,0.9542389013074304,0.0191427110355244,0.052875598367832066,60,1,1.0
chb01,chb01_04,FZ-CZ,16,60,59,0,1,37.55622915828596,86.61595843483074,37.55548173405635,18.507251046241755,386.031746031746,758.3882783882784,192.9006105006105,0.0,0.0,0.0,0.9428549596608438,0.9705858736118894,0.004490394560352794,0.015160878833782608,60,1,1.0
chb01,chb01_04,P3-O1,7,60,59,0,1,27.307414334707214,58.87493082533935,27.30609566939935,17.847912635756227,262.17338217338215,483.3211233211233,134.48791208791204,0.0,0.0,0.0,0.9691200415685859,0.9878320461597918,0.03168448497705176,0.07778070862852218,60,1,1.0
chb01,chb01_04,P4-O2,11,60,59,0,1,36.77161739302123,87.68059354926517,36.76881053027758,24.65044408140235,349.8901098901099,1475.7509157509157,186.3384615384615,0.0,0.0,0.0,0.9899491250037991,0.9972007000951747,0.0572351119059558,0.17783323796426376,60,1,1.0
chb01,chb01_04,P7-O1,3,60,59,0,1,22.143523962444473,40.99128476944549,22.14208249106693,15.496210051628326,213.13797313797312,496.6056166056166,115.6180708180708,0.0,0.0,0.0,0.5865462483991611,0.7875686816489835,0.01463363282490291,0.08478508429065618,47,1,0.7833333333333333
chb01,chb01_04,P7-T7,18,60,59,0,1,23.018921907790805,55.76751828928307,23.01683824765457,15.505708274098673,226.61782661782658,704.8595848595849,119.1345543345543,0.0,0.0,0.0,0.6501903746695552,0.7986417594803232,0.00488664743437281,0.05312630055230767,60,1,1.0
chb01,chb01_04,P8-O2,15,60,59,0,1,37.77694312391701,106.67928815051017,37.77662616960236,24.544985576198425,348.9133089133089,1979.7802197802193,187.62588522588516,0.0,0.0,0.0,0.9962216885398134,0.9986510506134086,0.06511699324271067,0.18047279744614,60,1,1.0
chb01,chb01_04,T7-FT9,19,60,59,0,1,21.232173657134403,40.16861710874134,21.2301184371087,14.000239639263887,219.58485958485954,1042.8327228327228,104.9084249084249,0.0,0.0,0.0,0.9905248755587315,0.9944863863381688,0.08212675728092185,0.1488680249224173,60,1,1.0
chb01,chb01_04,T7-P7,2,60,59,0,1,23.017076955183537,55.76707059556828,23.01683824765457,15.505708274098673,226.6178266178266,704.8595848595849,119.13455433455431,0.0,0.0,0.0,0.6501903746695546,0.7986417594803225,0.004886647434372811,0.05312630055230766,60,1,1.0
chb01,chb01_04,T8-P8-0,14,60,59,0,1,29.830726339258064,95.22613514541226,29.83045407353337,18.638751824176726,334.0659340659341,1097.924297924298,158.20659340659338,0.0,0.0,0.0,0.9660208769376253,0.9925516476739649,0.004389393751557514,0.07552648468892668,59,1,0.9833333333333333
chb01,chb01_04,T8-P8-1,22,60,59,0,1,29.830726339258064,95.22613514541226,29.83045407353337,18.638751824176726,334.0659340659341,1097.924297924298,158.20659340659338,0.0,0.0,0.0,0.9660208769376253,0.9925516476739649,0.004389393751557514,0.07552648468892668,59,1,0.9833333333333333
chb01,chb01_05,C3-P3,6,60,60,0,0,16.549243076594315,41.590763217099536,16.547577696739534,14.695307797387434,168.009768009768,1533.9682539682542,81.66056166056165,0.0,0.0,0.0,0.9768658462674358,0.9938057975029388,0.029961908404440435,0.15121849262809933,60,1,1.0
chb01,chb01_05,C4-P4,10,60,60,0,0,17.570507643929282,34.30001806202646,17.568346139142427,14.920427299765274,194.57875457875457,574.3589743589743,86.42930402930403,0.0,0.0,0.0,0.7476367001788267,0.9837598772070771,0.014276458275318302,0.09735984065555413,59,1,0.9833333333333333
chb01,chb01_05,CZ-PZ,17,60,60,0,0,22.427224772362855,43.891656364772906,22.426886581110082,18.903030783248624,230.5250305250305,1224.9084249084246,106.55140415140414,0.0,0.0,0.0,0.9877390006558328,0.9959659226296433,0.011856104291149151,0.022084433327983242,60,1,1.0
chb01,chb01_05,F3-C3,5,60,60,0,0,24.87935647017138,44.55030084043771,24.87864735182184,18.792102033707952,261.78266178266176,1288.5958485958486,138.78583638583638,0.0,0.0,0.0,0.12772791227602628,0.3906866140470612,0.019167796571561934,0.14624716437479643,7,1,0.11666666666666667
